,title,content
6087,U3D讲师,熟悉Unity3D引擎各模块/精通Unity组件开发模式/掌握C#语言/熟练使用lua或其他脚本语言/熟悉C/熟悉计算机图形学
6088,Web开发工程师,了解w3c标准/熟练掌握HTML/熟悉SQLSERVER/熟练使用SQL语句
6089,系统集成工程师,熟悉Linux/熟悉Labview/熟悉项目管理
6090,QT工程师,熟练掌握/熟练掌握Linux常用指令及脚本编程/熟练掌握嵌入式/熟练常用IDE/熟练使用Qt
6091,算法工程师,精通C语言/熟悉常用数据结构/精通计算机视觉算法/精通matlab建模仿真/精通嵌入式软件编程
6092,软件工程师,熟悉控制理论和电路知识/熟悉DSP应用/熟悉CAN通讯
6093,全栈工程师,熟悉掌握JavaScript/熟练使用react/了解至少一种服务端语言/熟悉mongodb/熟练使用Git/熟悉Linux操作
6094,软件开发工程师,熟悉C++/熟悉Oracle/熟悉STL/熟悉TCP/熟悉HTML5
6095,运维工程师,熟悉Linux以系统及原理/了解网络技术/熟悉TCP/熟练配置/熟悉Linux系统管理和常用应用/熟悉Linux/熟练使用/熟悉Docker使用与K8S架构
6096,软件工程师,熟悉C++/熟悉设计模式
6097,Android架构师,掌握安卓应用开发技术及其常用开发框架/熟悉机型适配相关问题的解决
6098,开发工程师,熟悉常用的UE4蓝图接口/熟练使用/熟悉常用算法及数据结构
6099,电子软件工程师,精通单片机C语言程序设计/熟练WIFI
6100,Android开发工程师,精通网络异步的开发模式/熟悉网络通信机制/精通Android开发平台及框架原理
6101,嵌入式软件工程师,了解UART
6102,视觉软件工程师,熟悉C/熟练使用/了解相机
6103,电子工程师,熟悉开展设计和开发工作/熟悉单片机软件设计/熟练使用C语言及汇编/熟练使用/熟悉电子电路/熟悉技术资料制作
6104,Windows开发工程师,熟悉C/熟悉SOCKET网络编程/熟悉DUILIB开源界面库/熟悉LSP
6105,数据库开发工程师,精通存储过程编写
6106,Android开发工程师,熟悉Android开发/熟悉Android平台及常用技术/掌握Android/熟悉Android
6107,冲模设计工程师,熟练操作
6108,C#工程师,熟悉Windows/精通MVVM开发模式/精通Xaml/精通绑定/熟悉http
6109,ANSYS高频应用工程师,熟悉有限元原理
6110,乐高机器人指导师,了解并喜欢搭建乐高或其他机器人
6111,初级.NET开发工程师,熟练运用/熟练掌握.NET/熟练使用/熟悉Web程序代码安全/熟悉SQL/了解数据库性能/熟悉主流的.NET开发流程与框架
6112,iOS开发工程师,熟悉iOS应用开发发布流程/熟练掌握/掌握c/熟悉iOS平台UI设计/熟悉常用布局/熟悉常用的数据结构和算法
6113,嵌入式工程师,熟练掌握至少一种嵌入式编程语言/熟练使用嵌入式开发软件/熟练掌握至少一种嵌入式操作系统/熟悉嵌入式系统/熟练掌握/熟练使用/熟练掌握嵌入式系统测试工具与流程/熟练使用示波器
6114,单片机软件工程师,熟练掌握
6115,视觉系统工程师,熟悉C#
6116,ERP实施运维工程师,熟悉ERP产供销模块的标准功能/熟悉SQL/熟练使用SQL语句
6117,MES工程师,熟悉JAVA/精通数据库
6118,LINUX工程师,精通C/熟悉网络编程/熟悉图形显示应用开发
6119,软件工程师,精通家电类产品软件编程/熟悉使用C语言/熟悉CCS软件环境/熟悉电子系统计算机仿真软件
6120,CRM开发工程师,熟悉多线程/熟悉Spring/熟悉Redis缓存/熟悉oracle/熟悉Linux操作系统
6121,结构工程师,熟练使用
6122,软件工程师,熟悉HTML/熟悉.NET框架/精通多层开发/熟练掌握SQL语句/熟练掌握JQuery
6123,协议栈软件工程师,熟悉C语言/熟悉DMR三层协议
6124,非标自动化软件工程师,熟练掌握/熟悉VB/熟悉自动化信号采集的原理和方法/了解上位机数据采集的架构和实现方法4/掌握一门
6125,JAVA软件工程师,熟悉常用的SQL和NOSQL数据库
6126,Java架构师,精通Java技术/熟悉JVM内部工作原理/熟悉SpringCloud/熟悉Hadoop
6127,PHP开发工程师,熟练使用php/熟悉常用设计模式/熟悉laravel/熟悉Mysql数据库和常用优化手段/熟悉redis等缓存工具/熟悉Linux系统和nginx服务器
6128,Java工程师,熟悉Web编程/熟悉Spring/熟悉常用消息和存储中间件/熟悉Oracle/熟悉Linux操作系统/熟悉jQuery/熟悉微信小程序开发
6129,软件工程师,熟练Bootstrap前端框架/熟练使用chrome调试/熟悉HTML/熟悉Linux服务器环境/熟练使用MySQL数据库设计/精通SQL语句
6130,ios开发工程师,熟悉Objective-C/熟悉iOS开发常用设计模式/熟悉iOS内存管理机制
6131,系统硬件维护工程师,熟悉各厂商品牌的服务器的硬件架构/熟练掌握/熟悉Linux操作系统/熟悉主流数据库
6132,GIS开发工程师,掌握Java/熟悉SSM开发架构/熟练的运用Javascript/熟悉主流前端框架/熟悉MYSQL
6133,Cobol开发工程师,熟练掌握/熟悉信用卡核心业务模块/熟悉8583报文/了解ITIL理念
6134,Android开发工程师,熟练使用/精通JAVA语言/熟悉常用数据结构/掌握TCP
6135,系统实施工程师,熟悉公司产品/熟练的英语
6136,PHP开发工程师,熟练掌握面向对象编程/熟练使用/了解其原理/熟练MySQL开发/熟悉MySQL常用设计方案/熟悉LNMP开发环境/熟练掌握常用Linux命令/了解各自特点及应用场景
6137,JAVA软件工程师,精通Web程序开发/熟悉Html/精通JAVA语言/熟悉Struts/精通Oracle/熟练编写较复杂的SQL语句
6138,嵌入式软件工程师,精通C/熟悉Linux内核/熟悉TCP/了解U-BOOT/熟练掌握
6139,软件实施工程师,熟悉Java/熟练掌握Dreamweaver/熟悉SQL/熟练掌握T-SQL语言/熟练掌握数据库备份和恢复/熟练掌握/熟练掌握linux的应用安装部署系统/熟练者
6140,需求分析师,熟悉SQL语句
6141,Java开发工程师,熟练掌握java/熟悉常用设计模式
6142,APP开发工程师,熟练掌握Java语言/熟悉Java常用的库/熟悉Android/熟悉Android/精通Android/精通一个
6143,数据库工程师,精通linux/熟悉shell或python编程/精通mysql/熟悉mysql高可用方案/精通NoSQL/了解其适用场景及优化方案/精通数据库
6144,PHP开发工程师,熟悉无卡支付以及代还模块的开发等/熟练掌握PHP语法和PHP编程/熟悉Linux下服务器基本维护技巧/熟悉nginx/熟练掌握MySQL数据库的使用/熟悉数据库设计原则
6145,后台开发工程师,熟悉OOP/掌握常用的设计模式/熟悉TCP/熟练使用/熟悉Spring/熟悉MongoDB/熟悉linux/熟悉DevOps开发模式/熟悉Docker/熟悉微服务架构
6146,资深Java开发工程师,了解业界发展/精通Java相关技术和框架/熟悉Web及前端技术/熟悉MySQL数据库设计和开发/熟悉Redis/熟悉Linux平台基本操作/熟悉Nginx的配置
6147,iOS开发工程师,熟悉数据库开发/熟悉TCP/精通IO/熟悉常用组件/熟悉网络通信机制及常用数据传输协议
6148,OCR算法工程师,精通C
6149,产品测试工程师,了解计算机硬件
6150,Labview工程师,熟悉NI视觉测试/熟悉运动控制/熟悉动态数据采集
6151,嵌入式软件工程师,熟练应用C/熟悉TCP/熟悉各类网络通讯协议
6152,Java开发工程师,熟悉spring/熟悉常用关系型数据库/熟悉mongodb等NoSQL数据库/熟悉redis等缓存技术
6153,Web前端开发工程师,熟悉前后端分离开发模式/精通HTML5/精通浏览器的兼容调试技巧/精通一种MVVM思想的前端框架/了解基本原理及实现/熟悉前端构建工具/熟练使用sass/熟练使用npm
6154,程序开发工程师,熟悉SSH框架技术/熟练使用Web开发相关的HTML/熟悉主流数据库/熟练编写SQL语句
6155,FPGA工程师,掌握Vivado/熟练使用/掌握仿真和调试方法
6156,嵌入式软件工程师,熟练应用C/了解和使用/熟悉能画PCB等工程制图
6157,软件工程师,熟练掌握单片机/熟练掌握C/熟悉图像处理/熟悉蓝牙协议
6158,非标自动化视觉工程师,熟悉一种
6159,图像算法工程师,精通图像处理/了解深度学习/熟练C/熟悉算法设计
6160,Web前端开发工程师,熟悉前端生态圈/掌握前端开发的相关技术/熟练使用Vue/熟悉HTTP/熟悉JOSN数据格式
6161,java全栈开发工程师,熟悉http协议/熟悉Springboot/掌握基本linux常用命令/熟悉nginx/熟悉MySQL等关系型数据库
6162,研发工程师,掌握数据库
6163,ERP工程师,熟悉企业信息管理系统/熟悉制造行业/熟悉网络设备/熟悉计算机网络和网络安全的调试
6164,车载应用软件开发工程师,熟悉常见的设计模式/熟悉网络编程/熟练掌握Java/熟练使用/熟悉Android多媒体
6165,嵌入式软件工程师,熟悉Linux操作系统/了解Linux软件开发流程/熟悉C
6166,Java开发工程师,了解JAVA/熟悉Eclipse/了解主流应用服务器/熟悉JavaScript/熟悉后台的主流框架/熟悉微信公众号/熟悉MySQL/熟悉Linux
6167,嵌入式软件工程师,精通C/熟悉RS485/熟悉C/了解目前流行的嵌入式产品架构/熟悉主控芯片的硬件架构及底层外设开发/熟悉嵌入式操作系统/熟悉LCD
6168,嵌入式软件工程师,精通C语言编程/熟悉C++语言编程/熟悉单片机底层驱动/熟悉Linux环境下的命令及编程/熟悉电机驱动/掌握上下位机的通讯原理和协议/了解如何对硬件平台进行选型/熟悉图像处理算法
6169,开发工程师,熟练掌握/熟悉Js/熟悉SQL数据库
6170,研发工程师,精通数字电路/精通单片机设计/熟练掌握汇编语言/熟练FPGA技术/熟悉多层PCB板绘制/精通Linux的指令
6171,OA系统工程师,了解OA系统相关知识/熟练应用/熟练掌握一种数据库
6172,软件工程师,熟悉SQL数据库/熟练使用C/熟练搭建QT开发环境/熟悉产品开发流程的/了解客户需求
6173,iOS开发工程师,熟悉面向对象开发思想/精通ReactNative/精通Android/精通移动UI框架/熟悉Web
6174,JAVA后台开发工程师,熟悉Java/熟悉流行的开源框架/了解当前流行的微服务框架/熟练掌握
6175,Java软件工程师,精通java开发语言/熟悉jvm/掌握数据库的理论知识/熟练使用MySQL/熟悉Memcached/熟悉Linux操作系统/熟练配置/掌握shell脚本工具
6176,AI算法工程师,熟练掌握C++/熟悉机器学习基本方法/熟悉深度学习基本原理和基本模型/熟练使用至少一种深度学习工具/熟悉计算机视觉算法/了解领域中经典算法的原理与实现
6177,Android开发工程师,熟悉JAVA语言/熟悉android下网络通信机制/熟悉android平台UI设计/熟悉常用布局/了解Java设计模式/掌握各种手机的屏幕适配问题
6178,Java架构师,精通JAVA开发语言/熟练掌握Linux常用命令/熟悉微服务架构/精通AIops体系架构及标准规范
6179,Java开发工程师,掌握IDEA或Eclipse等IDE/熟悉Linux系统的使用/熟悉SVN/熟悉Spring/熟悉常用的设计模式/熟练掌握SQL/熟练掌握Mybatis持久层框架/熟练掌握MySql/熟悉并发编程/熟悉HTTP/掌握Redis/熟悉Spring/熟悉HTML
6180,Web开发工程师,熟悉VUE.JS/熟练制作网页动态效果
6181,Web前端开发工程师,熟悉TS/熟练掌握Html5/熟练掌握/熟练掌握/熟悉vue/了解和实践经验
6182,Python开发工程师,熟练使用Python/熟悉linux/掌握相关的数据存储工作
6183,数据工程师,熟练运用一种以上编程语言/熟练掌握现有常规NGS数据分析工具/熟悉机器学习
6184,软件测试工程师,熟悉测试流程和规范/熟练掌握软件测试方法/熟悉掌握任一抓包工具/熟悉Python/掌握基本数据库系统知识
6185,软件开发工程师,熟练使用C#开发程序/熟练使用WPF/熟悉C++编程
6186,BIM工程师,熟练掌握
6187,Web前端开发工程师,精通各种Web前端技术/熟悉各种跨浏览器JS代码的编写/熟练运用各种前端调试工具/熟练使用flex布局/熟练使用git/熟悉MVC或MVVM/熟悉Vue.js
6188,数据开发工程师,熟练掌握/精通sql语言/熟练掌握存储过程/熟练掌握
6189,系统架构师,精通JVM及性能调优/熟悉Linux操作系统/精通熟悉分布式系统架构
6190,iOS开发工程师,熟练掌握Storyboard布局/精通Swift语言的使用并了解其原理/熟练掌握js
6191,Java开发工程师,精通java语言/熟练掌握Spring/熟悉MySQL等关系型数据库/了解Redis/熟悉Linux/熟练使用/熟悉电商
6192,Web前端开发工程师,掌握各类基础算法/熟悉测试驱动开发/精通JavaScript语言/精通最新的ES6标准/精通vue/熟练使用Webpack打包工具/熟悉nodejs的开发
6193,软件测试工程师,熟练掌握以下一种C/熟练使用testbed
6194,Java开发工程师,熟悉IO/熟悉缓存/熟悉互联网和web应用的相关开发技术/掌握数据库原理/熟练使用MySql/熟悉MySQL分库分表技术/了解基于分布式文件存储的数据库/熟悉Linux环境以及操作/熟悉Tomcat/熟悉spring/熟悉软件开发过程/了解设计模式
6195,嵌入式系统工程师,熟悉LINUX
6196,软件开发工程师,熟悉C#语言/熟练使用.net开发环境/掌握C/熟练使用主流数据库/熟练编写SQL脚本/熟悉制造业生产流程
6197,HTML5前端工程师,精通DIV+CSS/熟练掌握HTML5/熟悉Vue.js等前端框架/熟悉JS
6198,Web开发工程师,精通H5/熟悉浏览器页面渲染原理/熟练掌握VUE相关的/掌握前端性能优化技巧
6199,数据库工程师,熟练编写存储过程/熟练4
6200,前端开发工程师,熟悉微信生态及小程序生态/熟练掌握小程序api/熟练掌握/精通前端基本技术/熟练掌握至少一种常用前端框架/熟悉HTTP协议/了解TCP/熟悉各种Web标准规范
6201,Android开发工程师,掌握Android/熟练掌握JAVA开发语言/熟悉多线程以及网络编程
6202,PHP开发工程师,熟悉Laravel5.X框架/熟练掌握面向对象编程/熟悉Vue/熟悉小程序开发流程/熟悉MySQL/熟悉Redis的使用/熟悉Linux/熟悉web服务器相关配置
6203,系统架构设计师,熟悉互联网行业的系统架构/精通Java/熟悉各大云平台
6204,教育方案售前工程师,熟悉计算机网络/熟悉教育行业
6205,Android开发工程师,熟练使用/精通Android的开发框架/精通Android系统各种特性/熟悉组件化开发/熟练掌握Android的API/掌握Android
6206,数据分析师,了解数据分析挖掘算法
6207,驱动工程师,熟练使用Olldbg
6208,iOS开发工程师,熟悉TCP/熟悉swift/熟悉常用开源库/熟悉多线程/熟悉iPhone应用开发/熟悉iPhone平台应用软件的测试
6209,算法工程师,精通python编程/熟悉Java
6210,系统运维工程师,精通Linux系统/熟练操作系统基本命令/熟练使用shell脚本语言/熟练使用脚本处理运维工作/熟悉Web/熟悉mysql
6211,算法工程师,熟悉计算机图形学
6212,系统测试工程师,熟悉熟悉汽车电子系统架构/熟悉汽车总线/熟悉ASPICE
6213,软件工程师,熟悉计算机常用软件开发工具
6214,量化开发工程师,精通C++/熟练掌握Python/熟练掌握数据库/熟悉分布式/了解金融产品及衍生品
6215,数据架构师,熟悉Hadoop生态圈/熟悉ETL相关技术/熟练掌握数据可视化相关技术/熟悉主流关系型与非关系型数据数据库/掌握多种语言
6216,Web前端开发工程师,熟练掌握/熟悉页面架构和布局/熟悉bootstrap/熟练使用vue及ES6新特性
6217,软件算法工程师,熟练掌握ARM系列处理器的编程
6218,QT开发工程师,熟悉Qt/熟悉Qt界面开发相关技术/熟悉跨平台编程/熟悉C#/熟悉开源库
6219,Java开发工程师,精通java/熟练使用/熟悉html/熟练Apache/熟练使用Spring/精通面向对象分析和设计/熟悉常用设计模式/熟悉MySql/了解UML/熟悉java并发编程技术
6220,PHP后端开发工程师,熟练编写接口文档/精通mysql/熟练PHP开发语言/了解源码版本控制管理流程/熟悉前端开发相关技术
6221,软件工程师,精通嵌入式程序开发/熟悉至少一种处理器架构及汇编/熟悉stm32系列单片机/熟悉嵌入式系统硬件电路设计/熟练掌握一种用法
6222,Linux开发工程师,熟练运用/熟悉面向对象的编程/熟悉Linux操作系统/熟悉QT工作机制/熟悉QT应用开发框架
6223,AI算法工程师,掌握python或Java编程语言/熟练掌握
6224,iOS开发工程师,熟悉Flutter开发架构/熟悉C/熟练使用XCode
6225,测试工程师,熟练使用/熟悉Linux基本语法
6226,家具设计师,精通板式实木订制类结构和工艺/精通工装家具
6227,C#软件开发工程师,精通SQLServer/熟练掌握/熟练使用C#/熟悉LINQ数据库技术/熟悉鞋服行业
6228,数据仓库工程师,熟悉数据仓库建设方法/熟悉大型数据仓库架构和模型设计/精通ETL开发/精通SQL开发和性能调优/熟悉python/了解计算机网络
6229,PHP开发工程师,精通网页技术/熟悉PHP/熟悉JS/熟练利用火车头货其他工具采集数据/熟悉Linux/了解网站空间服务器等网络安全
6230,Web前端开发工程师,了解产品开发过程/熟悉了解目前主流的前端框架/熟悉web可访问性
6231,.NET开发工程师,熟练掌握C#/熟悉至少一种数据库系统/熟悉爬虫框架/熟悉至少一种常用开源项目
6232,模式应用工程师,熟练应用linux系统及脚本任务编辑
6233,云台算法工程师,熟悉卡尔曼kalman滤波/精通C程序设计/熟悉常用外部设备接口/熟悉硬件调试基本工具
6234,电子软件工程师,熟悉的软件开发规范2.熟练掌握C语言/熟练掌握嵌入式操作系统/熟练掌握单片机外围电路
6235,C#软件开发工程师,熟悉C/熟悉C#/熟悉网络编程/熟练掌握Oracle/熟悉Web
6236,Java软件开发工程师,熟练掌握一种数据库/熟练掌握SQL/精通JAVA/掌握J2EE技术/熟悉XML/了解一种UML工具的使用
6237,手机软件开发工程师,熟悉HTML/熟悉Reactjs/熟悉Redux框架/熟悉git版本管理工具的使用
6238,iOS开发工程师,熟悉iOS游戏SDK开发代码混淆方法/熟练使用Xcode等相关开发工具/熟悉iOS平台上的打包和发布/熟悉苹果上架流程/熟悉苹果审核机制
6239,C#软件开发工程师,熟悉C#/熟练运用/熟悉多层和分布式开发方式/熟悉MSSQL等商用数据库的开发/熟悉多线程编程/熟悉串口/熟悉HTML/熟悉Javascript/熟悉JQuery
6240,嵌入式软件工程师,熟悉单片机理论基础/熟悉单片机/熟练使用C语言进行嵌入式系统编程/熟悉无刷直流电机
6241,区块链开发工程师,熟悉geth及Solidity/了解区块链技术原理/熟悉大区块链平台的智能合约的编写/熟悉热门去中心化金融
6242,Python爬虫工程师,掌握网络爬虫开发原理/精通html语言/熟悉开源工具/熟悉至少一种关系型数据库/熟悉Nosql
6243,ERP工程师,熟悉电商ERP系统/了解跨境电商业务流程/熟悉ERP各模块流程及功能/精通数据库开发及管理
6244,软件开发工程师,了解用户需求/掌握C/熟悉数据库开发与维护
6245,Android开发工程师,熟练掌握Java/熟悉React
6246,大数据研发工程师,熟练使用Linux/熟练使用主流大数据技术/熟悉常用机器学习算法及应用
6247,软件开发工程师.,精通ASP.NET/了解OpenGL
6248,Java开发工程师,熟练掌握/精通主流开源应用框架/精通数据库技术/熟练运用JavaScript/熟练使用MySQL数据库
6249,组态软件应用工程师,熟练使用/熟悉SQLserver数据库基本语法/熟练使用SQLserver/熟悉总线协议/了解PLC编程/掌握CAD的基本功能
6250,NLP算法工程师,熟悉NLP领域常用算法/熟练使用/熟悉Linux环境/熟悉RDF知识图谱存储框架
6251,逆向工程师,熟练操作Imageware
6252,Java开发工程师,精通Java语言/精通J/精通面向对象设计/熟悉设计模式/熟练使用Linux/熟练使用常用的数据库/熟悉常用的缓存/掌握新的技术/熟悉OS/熟悉Java多线程/熟悉JVM/熟悉函数/熟悉常用算法
6253,手机应用开发工程师,了解其生命周期/熟练接入使用各种常用sdk/了解且使用过移动端嵌入式数据库/熟悉常用的权限配置以及代码申请权限
6254,智能卡软件开发工程师,熟悉C语言/熟悉嵌入式平台硬件结构及底层接口/熟悉智能卡硬件结构和底层特性/熟悉智能卡相关行业规范
6255,Java软件架构师,熟练使用就Java各种设计模式/精通SpringBoot/熟练使用tomcat/熟练使用linux/精通MySQL/熟练使用/熟悉流程工业设计软件及相关项目
6256,软件开发工程师,熟练应用
6257,软件测试工程师,熟悉数据库读写操作/熟悉SQL语句/熟悉使用自动化测试相关工具
6258,Android开发工程师,了解kotlin/熟悉Android/了解framework/熟悉常用的设计模式
6259,C#开发工程师,熟悉大型数据库Mysql/精通C#编程语言/精通MVC架构开发/熟悉API接口开发/熟练应用/了解和学习能力/熟悉运用JQ数据报表开发
6260,PHP开发工程师,精通PHP/熟悉Mysql/熟练地掌握mysql语言等的能力
6261,软件工程师,熟悉主流编程语言
6262,PHP开发工程师,熟悉mvc/掌握一种php主流框架/精通php开发语言/熟练使用mysql/精通mysql分析及优化/熟练使用
6263,软件工程师,熟悉模拟电路和数字电路知识/熟悉51/熟悉linux系统/熟悉相关开发工具的使用/熟悉了解上位机软件的编写
6264,软件工程师,熟悉芯片提供的SDK/熟悉linux系统
6265,深度学习算法工程师,精通或熟悉深度学习相关算法
6266,JAVA软件工程师,精通Spring/熟练Tomcat/熟悉Maven/掌握关系型数据库/熟悉SQL语言
6267,Android开发工程师,熟悉Android开发
6268,JAVA软件工程师,熟练应用SSH等主流框架/熟悉jquery/熟悉Linux基本操作命令
6269,iOS开发工程师,熟练使用/掌握Objective-C语言的特性/精通Swift/熟练使用
6270,UI设计师,熟悉UI设计的基本规范/熟练使用
6271,软件开发工程师,熟练使用C#语言/熟悉.NET框架/熟练使用VS.NET开发环境/熟练使用/熟练掌握数据库开发技术/熟悉python语言
6272,运维工程师,熟练使用Linux下各种常用命令/精通Linux服务器部署及使用/熟悉防火墙等安全技术/熟练基础服务/熟练使用自动化部署和运维工具/熟悉监控系统/熟悉网站及数据库高并发高可用方案/熟悉容器技术
6273,Java开发工程师,精通Java编程语言/熟悉J2EE/熟悉Web及前端技术/熟悉一些前端框架/熟悉Oracle/了解微服务架构
6274,视觉工程师,熟悉工业相机/熟悉掌握C#/熟悉使用Halcon/熟悉使用运动控制卡
6275,C#开发工程师,熟练掌握C#编程语言/熟练使用/了解面向对象编程思想
6276,DBA工程师,熟悉SQL/精通SQL/熟练掌握NoSQL/掌握一种开发语言/熟悉数据库整体规划和分表设计方法
6277,ERP工程师,了解数据库/熟悉ERP数据库底层表结构
6278,算法工程师,掌握软件开发知识或技能/掌握相关算法/熟悉Hadoop
6279,python软件工程师,熟悉ORACLE
6280,Java架构师,掌握Spring/熟悉缓存/掌握MySQL数据库使用/熟悉操作系统
6281,BI前段需求分析师,熟练使用需求调研辅助工具/熟悉信息系统
6282,大数据开发工程师,熟悉大数据数仓架构/熟悉Hadoop/熟练使用HSQL/熟悉mysql/熟悉使用linux系统
6283,数据库开发工程师,熟练编写存储过程和触发器
6284,PHP开发工程师,精通PHP语言/熟悉YII框架/熟悉LINUX开发环境/熟悉jQuery/掌握MYSQL
6285,Java开发工程师,熟悉Spring/了解常用设计模式/熟悉Java的多线程编程和网络编程/熟悉jQuery/熟悉Oracle
6286,Java开发工程师,熟练掌握JAVA
6287,数据建模师,熟练掌握
6288,软件开发工程师,熟练掌握JavaScript/熟悉HTML5
6289,商业数据分析师,熟练运用Office软件
6290,软件开发工程师,熟练应用html5/熟练掌握java编程语言/熟悉相关框架/熟练使用/熟练掌握常用数据库/熟练掌握linux
6291,Java架构师,精通Web编程/熟悉html/精通servlet/熟悉Spring/熟悉各种常用设计模式/熟悉Linux操作系统/熟悉Hadoop/熟悉SOA
6292,嵌入式软件工程师,熟练使用C语言/熟练开发
6293,后端架构师,熟悉分布式
6294,JS前端工程师,熟练掌握Javascript/熟练掌握JS模块化开发/熟练JavaScript性能调优/熟悉Web单页应用开发/熟悉C/熟悉数据库原理和常用性能优化技术
6295,嵌入式软件工程师,熟练掌握C/熟悉ARM等平台下的嵌入式开发技术/熟悉Linux驱动开发/熟悉Linux内核机制
6296,前端开发工程师,熟练掌握HTML/熟悉vue/熟悉基本的计算机网络概念/熟悉HTTP协议/了解TCP/熟悉后端开发流程
6297,前端开发工程师,精通JavaScript/熟练使用/熟练掌握VUE等开发框架/熟练使用/熟悉常用数据结构和算法/熟练掌握nodejs技术/熟悉Webpack/熟悉JSON等跨平台数据格式/熟练掌握前后端数据接口对接/熟悉常用的调试方法调试工具
6298,初级全栈开发工程师,熟悉es6/了解各种主流浏览器兼容性/了解一门非前端的语言
6299,Java开发工程师,精通JAVA开发/精通J2EE技术体系/精通spring/熟悉oracle数据库/熟悉各种Web前端技术
6300,Android开发工程师,熟练掌握Java语言/精通android/精通android
6301,Java开发工程师,精通Java语言/熟练掌握安卓系统APP画面设计及开发/熟练运用
6302,UI交互设计师,熟练掌握/熟悉软件产品构建的相关流程/熟练并理解用户体验设计方法/熟练运用交互设计各种方法/了解和知识
6303,资深数据分析师,熟悉常用机器学习和数据挖掘算法/熟练使用SQL
6304,Java开发工程师,熟练掌握Java/熟练掌握MySQL
6305,Web前端开发工程师,精通各种Web前端技术/熟练使用一门非前端脚本语言
6306,Python开发工程师,熟悉Linux环境/熟悉Python语言/熟练掌握Django/熟悉多线程编程/熟悉Javascript/熟悉SQL语言/熟悉MySQL
6307,监控系统软件开发工程师,熟练使用C#/熟悉掌握/熟练开发/熟悉SQL
6308,Java开发工程师,熟悉oracle数据库操作
6309,深度学习算法优化工程师,熟悉各类编程工具/精通C/了解和应用开发经验
6310,Java开发工程师,精通Java/熟悉linux/熟悉有一种脚本语言/熟悉mysql数据库开发/熟悉memcache/熟悉TCP/熟悉代码管理工具/熟悉spring
6311,Android开发工程师,精通Android/熟练使用
6312,iOS开发工程师,熟练掌握/熟悉前端开发
6313,系统维护工程师,熟练使用windows等操作系统
6314,PHP开发工程师,熟悉主流PHP开发框架/了解Linux/熟悉MYSQL等关系型数据库开发/掌握Thinkphp/熟悉HTTP协议/熟练掌握XML/熟悉小程序开发
6315,Python开发工程师,熟悉MongoDB/熟悉Linux/熟悉面向对象设计
6316,嵌入式软件工程师,熟悉嵌入式开发流程/熟悉一种嵌入式处理器/熟练掌握C/熟悉socket/了解更佳
6317,Labview软件工程师,熟悉C#
6318,软件工程师,精通C/了解单片机开发
6319,嵌入式软件工程师,精通C语言开发/精通单片机开发/熟悉常用芯片
6320,Android工程师,熟悉Android
6321,Android开发工程师,熟练掌握Java语言/熟练掌握/熟悉JNI以及NDK相关的技能/熟悉C/精通android/熟悉C/精通多线程编程
6322,GNSS工程师,熟悉GNSS卫星定位原理/掌握GNSS接收机使用以及数据处理/熟练使用各种GNSS测试工具/熟悉GNSS相关行业背景/熟悉市场主流GNSS芯片平台/熟悉C语言及常用调试方法/熟练阅读及书写英文
6323,存储管理系统开发工程师,精通python或go/熟练使用python/熟练使用git/熟悉计算机原理/掌握常用的数据结构和算法等基础知识/熟练使用shell等工具
6324,系统运维工程师,熟练掌握专有云各个模块/熟练掌握主流的虚拟化技术/熟练掌握Linux操作系统/熟悉完整的持续集成流程/精通阿里云/了解Linux操作系统和体系结构/熟悉网络基本技术/精通Shell编程/熟悉Python
6325,系统架构师,熟悉开源中间件的实现原理以及调优方式
6326,Java资深开发工程师,熟悉使用mongodb/熟悉nodejs/熟悉mysql数据/熟悉dubbo
6327,Java开发工程师,精通Java/熟悉常用框架/熟悉常见中间件/熟悉Linux/熟练应用Shell等脚本语言
6328,深度学习工程师,熟悉OpenCV/熟悉Tensorflow
6329,机器视觉算法工程师,熟悉C++语言/熟悉机器视觉和图像处理常用算法
6330,架构师,精通MySql数据库设计开发/熟练使用Spring/熟悉至少一种NoSQL数据库/熟悉SOA的架构思想/熟练操作linux/熟悉分布式服务架构
6331,软件工程师,掌握QT/精通Winform编程/熟练应用/精通C#/熟悉图像处理/熟练使用C++编程
6332,Android开发工程师,熟悉Android系统开发/掌握主流框架技术/掌握面向对象编程思想/熟悉Windows/熟悉一种
6333,软件开发工程师,熟悉Spring/熟悉vue/掌握一种数据库
6334,.NET开发工程师,掌握asp.net网站应用程序开发/掌握HTML+CSS布局设计/熟悉Oracle/熟练编写SQL语句/掌握SQL优化的规则和方法
6335,GIS开发工程师,熟练掌握java语言/熟悉vue开发/熟悉arcgis产品/熟悉Oracle/熟悉软件开发流程
6336,GIS开发工程师,精通C#/掌握JavaScript/熟悉Ext/熟悉Oracle/熟悉数据库性能优化/熟悉至少一个开源GIS项目
6337,GIS开发工程师,熟悉前端开发
6338,React前端开发工程师,精通react框架/精通Java/熟悉前端开发
6339,大数据开发工程师,精通Java/熟悉spark开发
6340,Java开发工程师,精通JAVA/熟悉前端开发
6341,WebGis开发工程师,熟悉前端开发
6342,GIS开发工程师,熟练掌握/熟练掌握jQuery
6343,Java开发工程师,熟悉Spring/熟悉Vue/熟悉Linux/熟悉Oracle
